state,anchor_id,existing_ccss_id,verdict,confidence,recommended_ccss_id,rationale
MS,3.NF.3d,3.NF.A.3.d,confirmed,99.0,3.NF.A.3.d,"The state standard text is virtually identical to the CCSS 3.NF.A.3.d text, and the lesson overlap is 1.0 (all 7 lessons shared), providing the strongest possible evidence for a correct alignment."
KY,8.F.3.a,8.F.A.3,confirmed,95.0,8.F.A.3,"The state standard text is nearly identical to 8.F.A.3, and the top-5 candidate data shows 100% lesson overlap (3 of 3 lessons shared) between the state standard and 8.F.A.3, which is the strongest possible signal. The zero lesson overlap shown in the tag evaluation row appears to be a data inconsistency (likely due to the 'state has 0 lessons' entry), but the candidate table clearly shows 3 shared lessons when the state standard has 3 lessons."
WV,7.26.c,7.SP.C.8.c,confirmed,95.0,7.SP.C.8.c,"The state standard text is nearly identical to 7.SP.C.8.c, including the same example about type A blood donors, and it ranks #1 in embedding similarity at 0.914. Lesson overlap is 0.0 for both sides, making that signal uninformative, but the textual match is essentially verbatim."
IA,4.NF.B.4.a,4.NF.B.4.a,confirmed,99.0,4.NF.B.4.a,"The lesson overlap is 1.0 (perfect match — the single state lesson is shared with this CCSS standard), and the state standard text 'Understand a fraction as a multiple of' directly mirrors the CCSS 4.NF.B.4.a wording. No other candidate has any lesson overlap."
KY,5.NF.2.b,5.NF.A.2,confirmed,90.0,5.NF.A.2,"The state standard text is a direct substring of 5.NF.A.2's text, and the lesson overlap data (when the state standard has lessons) shows 100% overlap (6/6 shared lessons) with 5.NF.A.2, making this a strong match despite the zero-lesson anomaly in the tag-being-evaluated row (likely a data artifact)."
RI,1.NBT.B.2.c,1.NBT.B.2.c,confirmed,99.0,1.NBT.B.2.c,"The tag has a perfect lesson overlap of 1.0 (all 5 state lessons match all 5 CCSS lessons), ranks #1 among candidates, and the state standard text is identical to the CCSS standard text, making this an unambiguous match."
RI,4.NBT.B.6,4.NBT.B.6,confirmed,99.0,4.NBT.B.6,"The tag shows perfect lesson overlap (1.0, all 15 lessons shared) and the highest embedding similarity (0.90) among all candidates. The state standard text is essentially identical to the CCSS standard text, leaving no ambiguity."
AZ,7.G.B.4,7.G.B.4,confirmed,99.0,7.G.B.4,"Perfect lesson overlap (1.0, all 6 lessons shared) combined with rank-1 embedding similarity (0.843) and nearly identical standard text makes this an unambiguous match. No other candidate comes close."
MO,2.RA.B.3,2.OA.C.4,confirmed,99.0,2.OA.C.4,"The tag has perfect lesson overlap (1.0, 14/14 lessons shared) and the highest embedding similarity (0.863) among all candidates, and the state standard text is nearly identical to 2.OA.C.4's text. All evidence strongly supports this tag."
MA,4.MD.C.7,4.MD.C.7,confirmed,99.0,4.MD.C.7,"The tag has a perfect lesson overlap of 1.0 (all 4 lessons shared), ranks first among candidates, and the text of the state standard is nearly identical to the CCSS standard 4.MD.C.7, with an embedding similarity of 0.893. All evidence strongly supports this tag."
IN,6.DS.2,6.SP.A.1,likely_correct,62.0,6.SP.A.1,"The Indiana standard explicitly mentions 'formulate statistical questions,' which directly maps to 6.SP.A.1's focus on recognizing statistical questions. The lesson overlap (15.79%, 3 shared lessons) is modest but meaningful given that 6.SP.A.1 only has 3 lessons total — all of them are shared. However, 6.SP.A.3 has much stronger lesson overlap (57.89%) and 6.SP.A.2 also overlaps more strongly (31.58%), suggesting the state standard is broad and 6.SP.A.1 captures only one component of it, making this tag a legitimate but partial alignment."
NJ,7.RP.A.1,7.RP.A.1,confirmed,99.0,7.RP.A.1,"The lesson overlap is 1.0 (all 3 lessons shared), indicating perfect alignment, and the state standard text is nearly identical to the CCSS 7.RP.A.1 text. No other candidate comes close in either lesson overlap or semantic similarity."
MT,5.MD.5.a,5.MD.C.5.a,confirmed,99.0,5.MD.C.5.a,"The state standard text is identical to CCSS 5.MD.C.5.a, and the lesson overlap is perfect (1.0), with all 2 state lessons matching all 2 CCSS lessons. This is unambiguous."
OH,6.NS.3,6.NS.B.3,confirmed,99.0,6.NS.B.3,"The lesson overlap is perfect (1.0, 7/7 shared lessons), and the text of the Ohio standard is virtually identical to CCSS 6.NS.B.3. Both the strongest evidence (lesson overlap) and text similarity strongly support this tag."
AR,7.NCC.9,6.EE.A.3,,,,"Unparseable response: Looking at this evidence:

The state standard AR 7.NCC.9 is about ""Apply operations with rational numbers involving the order of operations, involving nested grouping symbols."" This is clearly about o"
ND,6.DPS.D.3,6.SP.A.2,,,,"Unparseable response: Looking at the evidence:

1. **Tag being evaluated (6.SP.A.2)**: Has 33% lesson overlap (4 shared lessons out of 6 CCSS lessons), but it's NOT in the top-5 candidates. The CCSS text for 6.SP.A.2 focus"
AZ,5.NF.B.5b,5.NF.B.5.b,confirmed,99.0,5.NF.B.5.b,"The lesson overlap is perfect (1.0, with all 10 lessons shared), and the text of the state standard is nearly identical to 5.NF.B.5.b. No other candidate comes close in either lesson overlap or semantic similarity."
IN,4.NS.2,4.NF.A.2,likely_incorrect,78.0,4.NF.B.3.b,"The state standard focuses on modeling mixed numbers, improper fractions, and equivalency between whole numbers and fractions using visual models — content that does not align with 4.NF.A.2's focus on comparing fractions with different numerators/denominators. The tag does not appear in the top-5 candidates, and 4.NF.B.3.b (which includes mixed numbers, decomposition, and visual fraction models) shares 42.86% lesson overlap — the highest among all candidates — making it a much stronger match for this standard."
OH,1.OA.3,1.OA.B.3,confirmed,99.0,1.OA.B.3,"The lesson overlap is perfect (1.0, 18/18 lessons shared), and the state standard text is virtually identical to the CCSS 1.OA.B.3 text. No other candidate comes close in either lesson overlap or semantic similarity."
KY,7.NS.2.c,7.NS.A.2.c,confirmed,92.0,7.NS.A.2.c,"The tag being evaluated is 7.NS.A.2.c, which has identical text to the state standard and ranks #1 in similarity (0.846). Although the tag being judged shows 0 lesson overlap (state has 0 lessons), the top-5 context row for the same CCSS standard shows 100% lesson overlap (8/8 shared), indicating a data discrepancy in how the tag being evaluated was computed versus the candidate list. The text match is exact and the lesson overlap evidence from the candidate list strongly supports this alignment."
NJ,8.F.B.4,8.F.B.4,confirmed,99.0,8.F.B.4,"The tag shows perfect lesson overlap (1.0, all 3 lessons shared) and the state standard text is essentially identical to the CCSS 8.F.B.4 text, with the highest embedding similarity score among all candidates. All evidence strongly supports this alignment."
OH,7.RP.3,7.RP.A.3,confirmed,99.0,7.RP.A.3,"The lesson overlap is perfect (1.0, all 26 lessons shared), the standard text is nearly identical, and 7.RP.A.3 ranks first among all candidates with the highest embedding similarity. All evidence strongly supports this tag."
AZ,6.NS.C.6a,6.NS.C.6.a,confirmed,99.0,6.NS.C.6.a,"The lesson overlap is perfect (1.0, all 3 lessons shared), the state standard text is nearly identical to the CCSS text, and 6.NS.C.6.a ranks first among all candidates by both embedding similarity and lesson overlap — making this an unambiguous match."
MO,3.GM.B.8,3.MD.A.2,likely_correct,68.0,3.MD.A.2,"3.MD.A.2 has meaningful lesson overlap (36.8%, 7 shared lessons) and ranks 2nd in semantic similarity, making it a reasonable match for the MO standard's focus on using operations with liquid volumes and weights. However, the state standard also mentions lengths and all four operations (not just one-step), which aligns somewhat better with 4.MD.A.2 textually — though 4.MD.A.2 has zero lesson overlap, suggesting it is not the right curriculum fit at this grade level."
ND,6.AR.RP.3,6.RP.A.3.b,likely_correct,62.0,6.RP.A.3.b,"The state standard explicitly mentions unit rates, and 6.RP.A.3.b covers unit rate problems with a lesson overlap of 26% (6 shared lessons). While the parent standard 6.RP.A.3 and 6.RP.A.3.a show higher lesson overlap, 6.RP.A.3.b is a legitimate sub-component of the state standard's scope, and the state standard's explicit mention of 'unit rates' supports keeping this tag alongside the broader tags already present."
ID,2.MD.B.5,2.MD.B.5,confirmed,99.0,2.MD.B.5,"The tag shows perfect lesson overlap (1.0, all 5 lessons shared) and the highest embedding similarity (0.817) among candidates. The state standard text is essentially identical to the CCSS standard text, and no other candidate comes close on any metric."
MT,5.NBT.3.b,5.NBT.A.3.b,confirmed,99.0,5.NBT.A.3.b,"The state standard text is virtually identical to 5.NBT.A.3.b, and the lesson overlap is perfect (1.0), with all shared lessons matching. This is clearly the correct alignment."
MO,2.NBT.A.3,2.NBT.A.2,confirmed,97.0,2.NBT.A.2,"The lesson overlap is perfect (1.0) with all 9 lessons shared between the MO state standard and 2.NBT.A.2, which is the strongest possible signal. The semantic similarity is also the highest among all candidates (0.637), and the content of both standards describes counting within 1000 by 10s and 100s starting from any number, confirming this is the correct alignment."
ND,8.NO.O.2,7.NS.A.2.a,likely_incorrect,65.0,7.NS.A.1.d,"7.NS.A.2.a is not in the top-5 candidates and has only a 23.5% lesson overlap with the state standard. Meanwhile, 7.NS.A.1.d has the highest lesson overlap (41.18%) and the highest embedding similarity (0.604), making it a stronger match for a standard covering all four operations with rational numbers using strategies/procedures."
LA,1.OA.A.2,1.OA.A.2,confirmed,99.0,1.OA.A.2,"The tag shows perfect lesson overlap (1.0, all 5 lessons shared) and the state standard text is essentially identical to CCSS 1.OA.A.2, with the highest embedding similarity score among all candidates. All evidence strongly supports this tag."
ID,8.G.A.1.b,8.G.A.1.b,confirmed,99.0,8.G.A.1.b,"The lesson overlap is perfect (1.0, all 6 lessons shared), and the state standard text 'Angles are transformed to angles of the same measure' is semantically equivalent to the CCSS text 'Angles are taken to angles of the same measure.' This tag is unambiguously correct."
ID,1.OA.C.5,1.OA.C.5,confirmed,99.0,1.OA.C.5,"The tag shows a perfect lesson overlap of 1.0 (all 16 lessons shared), meaning the state standard and CCSS 1.OA.C.5 point to exactly the same curriculum lessons. Additionally, the state standard text is nearly identical to the CCSS text, and no other candidate comes close in lesson overlap."
MA,3.MD.C.7.a,3.MD.C.7.a,confirmed,99.0,3.MD.C.7.a,"The tag has perfect lesson overlap (1.0, all 4 lessons shared) and the highest embedding similarity (0.842) among all candidates, with identical standard text. This is an unambiguous match."
WI,7.EE.A.1,7.EE.A.1,confirmed,95.0,7.EE.A.1,"The state standard text is identical to CCSS 7.EE.A.1, and the top-5 candidates show 7.EE.A.1 with a near-perfect embedding similarity of 0.928. The zero lesson overlap for the tag being evaluated appears to be a data artifact (state has 0 lessons listed), while the top-5 context shows 6/6 shared lessons when the state has lessons, strongly confirming the alignment."
CO,6.NS.B.3,6.NS.B.3,confirmed,99.0,6.NS.B.3,"The state standard text is identical to CCSS 6.NS.B.3, and the lesson overlap is extremely high at 87.5% (7 of 8 lessons shared). Both the semantic similarity (0.825) and lesson overlap strongly confirm this tag."
AL,1.OA.4,1.OA.B.4,confirmed,99.0,1.OA.B.4,"The lesson overlap is perfect (1.0, all 3 lessons shared), the text is nearly identical between the state standard and CCSS 1.OA.B.4, and it ranks first in both similarity and lesson overlap with no competing candidates close to matching."
NC,7.SP.8.c,7.SP.C.8.c,confirmed,85.0,7.SP.C.8.c,"The state standard text is nearly identical to CCSS 7.SP.C.8.c, and it ranks first in embedding similarity (0.770) by a large margin over other candidates. While lesson overlap is zero (due to the state having no lessons in the curriculum data), the textual match is essentially verbatim, strongly supporting this tag."
PA,2.1.5.C.2,5.NF.B.5.a,likely_incorrect,72.0,5.NF.B.4,"The tag 5.NF.B.5.a has 0% lesson overlap and doesn't appear in the top-5 candidates, making it poorly supported. The state standard's text closely matches the broader 5.NF.B cluster, and among the top candidates, 5.NF.B.4 shows the best lesson overlap (12.12%) and second-highest embedding similarity, making it a stronger match than the specific scaling/comparing sub-standard 5.NF.B.5.a."
SD,3.NF.A.2.b,3.NF.A.2.b,confirmed,99.0,3.NF.A.2.b,"The tag has a perfect lesson overlap of 1.0 (all 6 lessons shared), ranks #1 in similarity candidates, and the state standard text is essentially identical to the CCSS 3.NF.A.2.b text, providing overwhelming evidence this tag is correct."
KY,6.EE.1,6.EE.A.1,confirmed,90.0,6.EE.A.1,"The text of the state standard is an exact word-for-word match with 6.EE.A.1, and the top-5 candidates show that 6.EE.A.1 has a perfect lesson overlap (1.0) with the state standard when lessons are present, plus the highest embedding similarity (0.90). The 0.0 lesson overlap for the tag being evaluated appears to be a data artifact (state has 0 lessons listed), not evidence against the match."
